rougeLsum,length,str_em,Disambig-F1
24.277456647398843,78.0,33.33333333333333,33.33333333333333
38.961038961038966,21.0,66.66666666666666,66.66666666666666
61.81818181818181,46.0,50.0,50.0
29.145728643216078,101.0,33.33333333333333,38.888888888888886
30.43478260869565,12.0,50.0,50.0
41.44144144144144,23.0,50.0,50.0
26.373626373626376,29.0,50.0,50.0
37.03703703703704,7.0,100.0,100.0
25.454545454545457,11.0,100.0,100.0
25.806451612903224,60.0,100.0,0.0
20.437956204379564,33.0,0.0,10.0
23.076923076923077,3.0,50.0,64.28571428571428
10.256410256410257,2.0,50.0,50.0
10.0,3.0,16.666666666666664,38.888888888888886
8.51063829787234,2.0,50.0,54.166666666666664
23.684210526315788,15.0,33.33333333333333,33.33333333333333
28.282828282828287,32.0,50.0,58.333333333333336
27.11864406779661,129.0,50.0,0.0
36.36363636363637,15.0,50.0,50.0
0.0,2.0,0.0,0.0
