rougeLsum,length,str_em,ovscore
46.80851063829787,126.0,66.66666666666666,55.862038773092806
35.23316062176166,102.0,66.66666666666666,48.46521819598165
31.89655172413793,161.0,100.0,56.477032255721376
42.35294117647059,156.0,83.33333333333334,59.40885257860046
54.19354838709677,80.0,50.0,52.05456194566273
34.48275862068966,86.0,25.0,29.361010975735176
27.941176470588236,73.0,50.0,37.3772500798201
31.901840490797547,100.0,100.0,56.481714289491556
35.67567567567568,117.0,0.0,0.0
19.305019305019304,188.0,100.0,43.93747751637468
30.324909747292416,164.0,0.0,0.0
33.33333333333333,105.0,0.0,0.0
37.755102040816325,119.0,50.0,43.448303787844424
24.691358024691358,102.0,16.666666666666664,20.286020648339484
24.0,153.0,50.0,34.64101615137755
31.03448275862069,53.0,33.33333333333333,32.163376045133845
33.88888888888889,239.0,50.0,41.163630117428234
15.977961432506888,310.0,50.0,28.264785009360047
50.0,79.0,100.0,70.71067811865476
19.791666666666664,153.0,50.0,31.457643480294788
50.60240963855422,104.0,33.33333333333333,41.07002541942003
42.1455938697318,162.0,60.0,50.28653529707439
0.8124676859443092,12953.0,100.0,9.013698940747407
25.233644859813086,154.0,50.0,35.52016670837363
27.61194029850746,192.0,100.0,52.54706490234013
30.33175355450237,126.0,50.0,38.94339068089884
18.848167539267017,146.0,0.0,0.0
36.875,217.0,66.66666666666666,49.581582602145055
40.0,97.0,33.33333333333333,36.51483716701107
22.485207100591715,133.0,25.0,23.709284626803754
21.875,175.0,0.0,0.0
35.07462686567165,173.0,100.0,59.22383545978059
34.25414364640884,97.0,100.0,58.527039602570746
36.507936507936506,135.0,0.0,0.0
32.11009174311926,143.0,50.0,40.06874826040818
48.0,191.0,50.0,48.98979485566356
30.53435114503817,39.0,50.0,39.07323325822818
37.8698224852071,86.0,60.0,47.66748733793744
35.1063829787234,119.0,50.0,41.89652907981961
27.205882352941174,188.0,100.0,52.15925838520059
43.47826086956522,124.0,33.33333333333333,38.06934938134405
36.59574468085107,136.0,40.0,38.260028583811106
39.31623931623932,139.0,60.0,48.569273815596205
32.03883495145631,124.0,0.0,0.0
21.276595744680847,266.0,50.0,32.616403652672105
17.804154302670625,577.0,33.33333333333333,24.361276856704798
44.651162790697676,144.0,50.0,47.249953857489466
34.48275862068966,90.0,0.0,0.0
25.0,77.0,66.66666666666666,40.8248290463863
38.02816901408451,97.0,100.0,61.66698388447785
39.31623931623932,152.0,100.0,62.70266287506402
31.74603174603175,81.0,25.0,28.171808490950554
28.125,59.0,50.0,37.5
48.93617021276596,133.0,33.33333333333333,40.38818730469176
27.941176470588236,164.0,25.0,26.42970699354622
32.535885167464116,149.0,100.0,57.04023594574633
20.425531914893618,156.0,0.0,0.0
41.726618705035975,77.0,33.33333333333333,37.29460135418886
22.0,255.0,100.0,46.9041575982343
55.38461538461539,123.0,100.0,74.42084075352508
25.910931174089068,198.0,100.0,50.90278103806222
30.93922651933702,123.0,33.33333333333333,32.11397749648223
40.98360655737705,153.0,100.0,64.01843996644799
30.59490084985835,261.0,60.0,42.84500030332012
24.390243902439025,99.0,0.0,0.0
38.93129770992367,199.0,50.0,44.11989217457567
36.12334801762115,93.0,33.33333333333333,34.70031124626077
36.22047244094488,169.0,25.0,30.09172329767144
30.508474576271187,109.0,33.33333333333333,31.88964020716403
34.285714285714285,42.0,33.33333333333333,33.80617018914066
27.7992277992278,162.0,33.33333333333333,30.44077736591046
36.09022556390977,88.0,0.0,0.0
25.339366515837103,158.0,75.0,43.594179527636285
53.52112676056338,129.0,50.0,51.73061316114636
35.374149659863946,114.0,50.0,42.0560041253707
33.94833948339483,185.0,40.0,36.850150329894085
34.30656934306568,171.0,33.33333333333333,33.816450308030895
21.527777777777775,238.0,50.0,32.80836614171588
25.0,143.0,25.0,25.0
16.600790513833992,419.0,100.0,40.744067683325376
28.717948717948715,125.0,33.33333333333333,30.93969872615047
13.688212927756654,204.0,50.0,26.16124321181684
35.87443946188341,145.0,33.33333333333333,34.580553042562045
21.22448979591837,203.0,100.0,46.07004427599172
16.587677725118482,340.0,0.0,0.0
25.925925925925924,125.0,25.0,25.458753860865777
32.18390804597701,102.0,50.0,40.114777854287695
31.292517006802722,211.0,100.0,55.93971487843205
55.72519083969465,132.0,60.0,57.823104814439695
27.762039660056654,248.0,100.0,52.689695064648696
