rougeLsum,length,str_em,Disambig-F1
14.545454545454545,167.0,33.33333333333333,33.33333333333333
30.065359477124186,93.0,66.66666666666666,66.66666666666666
16.071428571428573,43.0,100.0,50.0
28.07017543859649,29.0,33.33333333333333,33.33333333333333
19.49685534591195,237.0,50.0,50.0
40.78947368421053,212.0,50.0,25.0
15.730337078651685,279.0,50.0,50.0
19.43573667711599,238.0,100.0,100.0
20.895522388059703,143.0,100.0,100.0
20.238095238095234,105.0,100.0,50.0
24.415584415584416,239.0,0.0,10.0
15.384615384615383,16.0,50.0,50.0
32.89473684210527,71.0,50.0,0.0
26.47058823529412,11.0,16.666666666666664,38.888888888888886
8.51063829787234,2.0,50.0,54.166666666666664
33.12101910828025,87.0,33.33333333333333,33.33333333333333
38.31417624521073,155.0,50.0,75.0
14.577259475218657,290.0,50.0,33.33333333333333
42.96296296296297,86.0,100.0,100.0
10.149253731343283,295.0,50.0,21.428571428571427
