rougeLsum,length,str_em,Disambig-F1
38.49765258215963,109.0,66.66666666666666,33.33333333333333
37.68115942028986,119.0,100.0,66.66666666666666
53.42465753424658,79.0,100.0,100.0
3.3564086427522546,3008.0,66.66666666666666,0.0
30.909090909090907,76.0,75.0,50.0
47.31182795698924,98.0,50.0,50.378787878787875
22.222222222222225,120.0,50.0,40.0
44.06779661016949,61.0,100.0,100.0
33.56643356643357,99.0,100.0,100.0
21.276595744680847,174.0,50.0,50.0
34.234234234234236,117.0,0.0,0.0
31.654676258992804,74.0,50.0,72.22222222222221
32.432432432432435,111.0,50.0,44.44444444444445
27.350427350427353,60.0,16.666666666666664,38.888888888888886
33.093525179856115,92.0,50.0,12.5
38.01652892561984,60.0,33.33333333333333,33.33333333333333
34.48275862068966,89.0,50.0,75.0
30.158730158730158,102.0,0.0,16.666666666666664
27.419354838709676,83.0,100.0,50.0
38.8663967611336,134.0,33.33333333333333,22.22222222222222
