rougeLsum,length,str_em,Disambig-F1
40.723981900452486,113.0,66.66666666666666,33.33333333333333
1.8954384503228494,8542.0,100.0,100.0
37.68115942028986,137.0,100.0,16.666666666666664
37.09090909090909,172.0,33.33333333333333,22.22222222222222
23.030303030303028,125.0,50.0,50.0
35.38461538461538,42.0,50.0,34.87012987012987
31.29251700680272,85.0,50.0,25.0
37.03703703703704,7.0,100.0,100.0
1.1405811532542771,9484.0,100.0,0.0
21.965317919075144,108.0,50.0,50.0
29.702970297029708,126.0,0.0,10.0
36.76470588235294,70.0,50.0,72.22222222222221
28.782287822878228,183.0,50.0,44.44444444444445
1.2272448353446515,8440.0,100.0,11.11111111111111
43.31210191082802,87.0,50.0,54.166666666666664
30.000000000000004,56.0,33.33333333333333,33.33333333333333
28.333333333333332,121.0,50.0,75.0
15.827338129496402,222.0,0.0,16.666666666666664
49.12280701754387,73.0,100.0,100.0
18.01801801801802,181.0,50.0,64.28571428571429
