rougeLsum,length,str_em,Disambig-F1,ovscore
34.716981132075475,157.0,0.0,0.0,0.0
38.63636363636363,166.0,66.66666666666666,66.66666666666666,50.751921892255226
28.793774319066152,187.0,100.0,70.83333333333333,45.16147710457648
38.80597014925373,114.0,83.33333333333334,33.33333333333333,35.96571059090113
31.84713375796178,83.0,50.0,25.0,28.216632399155017
32.07547169811321,124.0,25.0,25.0,28.317605697742707
25.98870056497175,114.0,50.0,45.0,34.19782925016921
28.125,71.0,100.0,100.0,53.033008588991066
31.775700934579437,145.0,100.0,0.0,0.0
20.532319391634985,194.0,100.0,0.0,0.0
27.966101694915256,128.0,0.0,10.0,16.72306840711813
31.32530120481928,97.0,0.0,47.22222222222222,38.46102357805915
40.20618556701031,116.0,50.0,0.0,0.0
24.096385542168676,100.0,0.0,0.0,0.0
25.252525252525253,149.0,50.0,54.166666666666664,36.98439019160811
35.294117647058826,56.0,33.33333333333333,33.33333333333333,34.29971702850177
38.0327868852459,186.0,50.0,50.0,43.60778994930028
17.747440273037544,239.0,50.0,33.33333333333333,24.322445239625573
26.732673267326735,150.0,50.0,50.0,36.56000086660744
15.54054054054054,257.0,50.0,40.0,24.932340877294727
31.25,233.0,33.33333333333333,16.666666666666664,22.821773229381918
42.33576642335766,175.0,60.0,40.0,41.15131415804733
21.052631578947366,182.0,100.0,0.0,0.0
22.48995983935743,184.0,50.0,50.0,33.53353533357125
32.03463203463204,157.0,100.0,50.0,40.02163916847487
40.37558685446009,131.0,50.0,50.0,44.930828422398406
29.629629629629633,36.0,0.0,0.0,0.0
36.303630363036305,199.0,66.66666666666666,62.22222222222222,47.52780823814895
57.14285714285715,148.0,100.0,88.88888888888889,71.26966450997985
20.105820105820104,153.0,25.0,0.0,0.0
24.71042471042471,179.0,0.0,0.0,0.0
25.161290322580644,207.0,100.0,100.0,50.1610310127101
29.787234042553195,102.0,100.0,100.0,54.577682290981535
36.22641509433963,147.0,0.0,24.444444444444446,29.75793324804276
35.41666666666667,119.0,50.0,0.0,0.0
