rougeLsum,length,str_em,Disambig-F1,ovscore
28.169014084507044,29.0,33.33333333333333,33.33333333333333,30.642570651794777
32.35294117647059,12.0,66.66666666666666,66.66666666666666,46.442036401282394
38.83495145631068,39.0,0.0,0.0,0.0
24.24242424242424,14.0,16.666666666666664,22.22222222222222,23.210354127426374
23.645320197044338,124.0,50.0,50.0,34.384095303675174
58.26771653543307,39.0,50.0,50.0,53.97578926492556
24.489795918367346,37.0,50.0,50.0,34.99271061118826
54.05405405405405,16.0,100.0,100.0,73.52146220938077
29.508196721311474,17.0,100.0,0.0,0.0
25.0,65.0,100.0,50.0,35.35533905932738
19.548872180451124,29.0,0.0,10.0,13.98172814084551
23.076923076923077,3.0,50.0,64.28571428571428,38.51644432598216
63.33333333333333,23.0,50.0,44.44444444444445,53.05482838361476
37.83783783783783,17.0,33.33333333333333,33.33333333333333,35.51424026022887
32.142857142857146,10.0,50.0,54.166666666666664,41.72614801981401
23.684210526315788,15.0,33.33333333333333,33.33333333333333,28.097574347450816
18.91891891891892,8.0,50.0,75.0,37.6685401750442
41.34078212290503,131.0,50.0,25.0,32.148398919271635
56.14035087719298,17.0,50.0,50.0,52.98129428260175
42.30769230769231,17.0,50.0,50.0,45.99331055038999
22.5,19.0,0.0,0.0,0.0
30.303030303030305,20.0,40.0,40.0,34.81553119113957
16.867469879518072,188.0,66.66666666666666,0.0,0.0
34.285714285714285,16.0,50.0,50.0,41.403933560541255
40.0,48.0,100.0,75.0,54.772255750516614
40.0,12.0,50.0,50.0,44.721359549995796
16.949152542372882,129.0,0.0,0.0,0.0
43.90243902439025,105.0,33.33333333333333,62.22222222222222,52.26573750625902
88.37209302325581,61.0,66.66666666666666,77.77777777777777,82.90588044837288
51.61290322580645,27.0,100.0,100.0,71.84212081070996
42.85714285714286,21.0,33.33333333333333,33.33333333333333,37.79644730092272
43.16546762589928,69.0,100.0,100.0,65.70043198176043
21.428571428571423,16.0,100.0,100.0,46.29100498862756
